frame_index_original,frame_index_zeroed,elapsed_time_s,timestamp,range_raw_m,velocity_raw_ms,range_kf_m,velocity_kf_ms,acceleration_kf_ms2,mahalanobis_d2,kf_update_accepted
2623,1966,78.64,03/22/2026 12:54:38.880,29.12144461,0.842766929,29.17450604955583,0.8428767235665372,-0.0014557688359816661,0.00021359702709482424,True
2624,1967,78.68,03/22/2026 12:54:38.920,29.296875,0.842766929,29.208279080536222,0.8427903220285471,-0.0017325578426973874,0.0005655709900911677,True
2625,1968,78.72,03/22/2026 12:54:38.960,29.296875,0.842766929,29.242028150251798,0.8427467964056915,-0.0014886734949042392,0.00021694560724402277,True
2626,1969,78.76,03/22/2026 12:54:39.000,29.296875,0.842766929,29.275753577543963,0.8427316021134832,-0.0010639777288611878,3.324698776938059e-05,True
2627,1970,78.8,03/22/2026 12:54:39.040,29.296875,0.842766929,29.309455640596692,0.8427322245829537,-0.0006482075825599516,1.2473823971345258e-05,True
2628,1971,78.84,03/22/2026 12:54:39.080,29.296875,0.842766929,29.34313454606735,0.8427397227368177,-0.00032384283910707654,0.00015471714523580634,True
2629,1972,78.88,03/22/2026 12:54:39.120,29.296875,0.842766929,29.376790430610086,0.842748652836818,-0.00010806014207552335,0.0004600744838556985,True
2630,1973,78.92,03/22/2026 12:54:39.160,29.296875,0.842766929,29.410423376480413,0.8427562882685126,1.4672358954117946e-05,0.0009283253761182854,True
2631,1974,78.96000000000001,03/22/2026 12:54:39.200,29.296875,0.842766929,29.444033430072256,0.8427616927024761,7.111873072035108e-05,0.0015590896309370258,True
2632,1975,79.0,03/22/2026 12:54:39.240,29.296875,0.842766929,29.477620617803247,0.8427649258374698,8.732689180227223e-05,0.00235196820158264,True
2633,1976,79.04,03/22/2026 12:54:39.280,29.296875,0.842766929,29.511184957430817,0.8427664776059239,8.346752504834559e-05,0.0033065902388797423,True
2634,1977,79.08,03/22/2026 12:54:39.320,29.296875,0.842766929,29.544726464921236,0.8427669247287359,7.27929622299188e-05,0.004422610331390226,True
2635,1978,79.12,03/22/2026 12:54:39.360,29.47230539,1.011320315,29.583232773948243,0.9363585918660672,0.8993096676918286,5.054780723372852,True
2636,1979,79.16,03/22/2026 12:54:39.400,29.47230539,1.011320315,29.622430997046994,0.9939794155944199,1.1073247956043306,0.27205446941748074,True
2637,1980,79.2,03/22/2026 12:54:39.440,29.47230539,1.011320315,29.662167633568952,1.0233060027163334,0.963536134453878,0.13182159537511137,True
2638,1981,79.24,03/22/2026 12:54:39.480,29.64773578,1.011320315,29.702373179886784,1.0337914701620408,0.6939695395707475,0.4543818784665936,True
2639,1982,79.28,03/22/2026 12:54:39.520,29.64773578,1.011320315,29.74276356380315,1.0336590850900087,0.42598928961259475,0.44949005251215274,True
2640,1983,79.32000000000001,03/22/2026 12:54:39.560,29.64773578,1.179873701,29.788088357618317,1.1224236570889874,1.115154589768037,2.969825285068865,True
2641,1984,79.36,03/22/2026 12:54:39.600,29.64773578,1.179873701,29.83412166625101,1.1741605531880273,1.1836815094468753,0.031847613838453324,True
2642,1985,79.4,03/22/2026 12:54:39.640,29.64773578,1.179873701,29.880673145080625,1.1983888470277302,0.961563528802059,0.312271203448764,True
2643,1986,79.44,03/22/2026 12:54:39.680,29.64773578,1.179873701,29.92754075209199,1.2052125053846987,0.6575868374615832,0.5831681875846705,True
2644,1987,79.48,03/22/2026 12:54:39.720,29.82316617,1.179873701,29.97467969111062,1.2028403021220948,0.3820726749765344,0.4760880215464443,True
2645,1988,79.52,03/22/2026 12:54:39.760,29.82316617,1.348427087,30.02672633648635,1.2904746770467603,1.077261628561762,3.0234975337203456,True
2646,1989,79.56,03/22/2026 12:54:39.800,30.17402695,1.348427087,30.079700824296918,1.34181787539775,1.1565498873299542,0.03993376833136175,True
2647,1990,79.60000000000001,03/22/2026 12:54:39.840,30.17402695,1.348427087,30.133180561120753,1.366062480006106,0.944997281790227,0.279833719638819,True
2648,1991,79.64,03/22/2026 12:54:39.880,30.17402695,1.348427087,30.18696813345328,1.3730813102576105,0.649244381848994,0.5466990987216662,True
2649,1992,79.68,03/22/2026 12:54:39.920,30.17402695,1.516980473,30.24577026933728,1.4645321796076924,1.2784115955203896,2.474431012471813,True
2650,1993,79.72,03/22/2026 12:54:39.960,30.34945734,1.516980473,30.305442111051104,1.5163972786624813,1.28540950610452,0.00044561693777986523,True
2651,1994,79.76,03/22/2026 12:54:40.000,30.52488772,1.516980473,30.365765319280204,1.539588853259282,1.0142060077970052,0.4615084552132599,True
2652,1995,79.8,03/22/2026 12:54:40.040,30.52488772,1.685533858,30.431269302645987,1.6386690782525384,1.5764004848503181,1.9760350362472958,True
2653,1996,79.84,03/22/2026 12:54:40.080,30.52488772,1.685533858,30.49762775748488,1.6927348922640424,1.4900179763645416,0.046690049729443725,True
2654,1997,79.88,03/22/2026 12:54:40.120,30.52488772,1.685533858,30.56457160113513,1.7152430661368747,1.1336242635958544,0.7939697656355222,True
2655,1998,79.92,03/22/2026 12:54:40.160,30.52488772,1.685533858,30.631846500918538,1.7189129004141825,0.7332042662144518,1.0029349570411297,True
2656,1999,79.96000000000001,03/22/2026 12:54:40.200,30.52488772,1.516980473,30.701189580348075,1.7482410710627607,0.7332042662144518,9.516207879308467,False
2657,2000,80.0,03/22/2026 12:54:40.240,30.52488772,1.516980473,30.759838026835137,1.5898293415139255,-0.8124622558355559,7.597610855590912,True
2658,2001,80.04,03/22/2026 12:54:40.280,30.70031811,1.516980473,30.82120265754751,1.5333500895022891,-1.0200110084218716,0.26527315051658007,True
2659,2002,80.08,03/22/2026 12:54:40.320,30.70031811,1.348427087,30.876993452629744,1.41181204190362,-1.77063287654298,3.656386625257879,True
2660,2003,80.12,03/22/2026 12:54:40.360,30.8757485,1.348427087,30.93222580619114,1.345117773665776,-1.7309240315910015,0.010077757829523425,True
2661,2004,80.16,03/22/2026 12:54:40.400,31.22660928,1.179873701,30.982178745741493,1.2224729981234685,-2.247497844681656,1.6401892352245313,True
2662,2005,80.2,03/22/2026 12:54:40.440,31.57747006,1.179873701,31.030932429105135,1.1589129450600266,-1.9934264006439069,0.41813780914358406,True
2663,2006,80.24,03/22/2026 12:54:40.480,31.75290045,1.011320315,31.074298385713004,1.0414232509250996,-2.3566651021085123,0.8501232781976803,True
2664,2007,80.28,03/22/2026 12:54:40.520,31.22660928,1.011320315,31.11592853765592,0.9828229388535099,-2.0139880361986435,0.7322946139340114,True
2665,2008,80.32000000000001,03/22/2026 12:54:40.560,31.22660928,1.011320315,31.156756140964657,0.9628430216019024,-1.4320773451423277,2.1150800497630438,True
2666,2009,80.36,03/22/2026 12:54:40.600,31.22660928,0.842766929,31.19235384932964,0.8706901000243051,-1.7670663405506204,0.7014319172668708,True
2667,2010,80.4,03/22/2026 12:54:40.640,31.22660928,0.674213543,31.22215008843418,0.7301582764556228,-2.438166486111356,2.815002828432959,True
